name,caption
31648340.jpg,A construction worker is working on a building.
3380134872.jpg,A man in a hat and a hat sits in a chair with a <unk> on his head.
558620122.jpg,A woman sitting on a bench in front of a building.
421706022.jpg,A man in a uniform stands in front of a large <unk> <unk>.
3914751903.jpg,Two men are standing outside a building.
14989976.jpg,A young boy in a black shirt is eating a sandwich.
1409064481.jpg,A man in a white shirt is drinking from a bottle.
406380299.jpg,A group of people are standing in front of a fruit stand.
4379845375.jpg,A group of people are running a marathon.
4951422051.jpg,A man riding a horse in a park.
5501235989.jpg,A boy in a red shirt is holding a large <unk>.
33064820.jpg,A group of young boys are playing soccer.
4728581339.jpg,A man and a woman are sitting on the ground.
3579457159.jpg,A group of women in colorful dresses are dancing in the woods.
4836132337.jpg,A man in a suit is standing in front of a building.
4591344824.jpg,A man in a colorful costume is holding a yellow balloon.
3121881702.jpg,A man is holding a baby.
3461677493.jpg,A man in a white shirt is looking at a flower in a store.
3503021545.jpg,A group of people are standing around a blue trashcan.
2417701468.jpg,A man in a green shirt is playing a violin in a large auditorium.
102851549.jpg,A woman and a child are sitting in a chair outside.
3089107423.jpg,A crowd of people are watching a concert.
8118985445.jpg,A man is riding a bike.
5513216171.jpg,A man in a blue shirt is riding a bucking bronco.
2936693681.jpg,A little girl is playing with a pink scooter.
2154618839.jpg,A group of people are sitting around a counter.
3203667356.jpg,A group of people are walking down a busy street.
7754646766.jpg,A young girl in a white uniform is holding a basketball while a man in a red uniform is standing in the middle of the court.
6267021353.jpg,A man in a black shirt is holding a balloon.
3544573946.jpg,A woman and a young girl are playing with a toy gun.
4821989284.jpg,A group of people are standing on a stage.
4455758193.jpg,A group of people are standing outside of a building.
460326010.jpg,A young boy is running towards a black bird.
4627601777.jpg,A man and a child are walking on a dirt path near a lake.
2353102255.jpg,A black dog and a brown dog are playing with a green ball.
2356731338.jpg,A woman in a gray shirt and black pants is running in a field.
7812870472.jpg,Two soccer players are playing soccer.
4825534547.jpg,A young boy in a red shirt and white helmet is playing baseball.
4551426278.jpg,A man with no shirt on is standing on a wooden platform.
4407537205.jpg,A woman in a pink shirt is reading a book.
2730560023.jpg,A woman is preparing food in a restaurant.
3210538324.jpg,A boy is diving into the water.
4146537100.jpg,A man is shaving another man s head.
3519942322.jpg,A dog is running through the grass with a toy in its mouth.
193082928.jpg,A baseball player in a red shirt is throwing a ball.
3708441539.jpg,Two people are walking down the street.
5823145889.jpg,A woman and a child are playing with balloons.
4796624963.jpg,A man is walking his dog down the street at night.
2555760012.jpg,A man and a woman are reading a book.
4594224630.jpg,A man in a white shirt and jeans is playing a violin while a group of people watch.
5503437581.jpg,A young boy in a blue shirt is digging in the sand.
2946354846.jpg,A girl in a pink bathing suit is playing in a water fountain.
4504478051.jpg,A girl in a red coat and hat is climbing a tree.
4871136587.jpg,A man in a blue shirt and a woman in a blue shirt are walking down the street.
2841449931.jpg,A woman in a pink shirt is looking at something.
2425148763.jpg,A group of people are sitting at a table in a classroom.
2794605643.jpg,A group of people are standing around a fountain.
3242808166.jpg,A person on a bike is riding through the woods.
4913055468.jpg,A man and a woman riding bikes down a sidewalk.
206290645.jpg,A woman in a blue jacket is walking through a puddle.
255073988.jpg,A man and a woman are digging in the sand at the beach.
2726222057.jpg,A man in a blue shirt is pushing a bike with a baby in a red helmet.
3558251719.jpg,A man and a dog are playing with a dog.
1035392784.jpg,A man playing a guitar on stage.
3522989916.jpg,Two dogs are playing in the grass.
5776639717.jpg,A man in a black hat and jacket is playing a guitar.
3517035380.jpg,A woman in a black shirt and a girl in a black shirt are waiting for a train.
4816499691.jpg,A group of people in white outfits are playing instruments.
2302955243.jpg,A woman in a red and white costume is dancing.
4581054154.jpg,A man in a hat is walking on rocks in a stream.
4531115218.jpg,A woman in a white coat and black boots is standing in front of a building.
4875358140.jpg,A man in a blue shirt walks past a building with graffiti on it.
18965154.jpg,A boy in a costume is standing in front of a car.
3599895386.jpg,Two children are standing in front of a tree.
3589368949.jpg,A group of men are playing instruments.
4327457460.jpg,A man and a woman are standing on a dock near a boat.
3827301652.jpg,A woman is sitting on a red bench reading a book.
2597873827.jpg,A young boy is playing with a toy gun.
2860430876.jpg,A man in a black shirt and white cap is working with a large metal bowl.
3971388640.jpg,A group of young women dancing in a dance room.
1220401002.jpg,A young girl in a pink and white striped shirt is standing in a yard.
2537544551.jpg,A man and a woman are walking down the street.
1356796100.jpg,A young girl in a flowered dress is sitting in a tree.
3047749814.jpg,A woman is swinging on a rope.
4446608333.jpg,A man in a hat and a woman in a hat are walking down the street.
4972988789.jpg,A man and a dog are walking down a brick road.
3564322601.jpg,Three young girls are standing in front of a fence.
5866079837.jpg,A woman in a yellow shirt is selling food.
2699075714.jpg,A man in a red hat holds a baby.
3212671197.jpg,A man in a black shirt and black pants is working on a roof.
183998963.jpg,A man in a blue shirt and jeans is sitting on a white couch with a woman in a blue shirt.
3442540072.jpg,A child slides down a green slide.
3910331006.jpg,A man is shaving another man s head.
4803311880.jpg,A man in a plaid shirt is singing into a microphone.
207237775.jpg,Two people are standing in a field with trees in the background.
3430607596.jpg,A boy in red shorts is jumping into the water.
3119076670.jpg,A snowboarder is doing a trick on a ramp.
6847214834.jpg,A man and a woman are skiing down a snowy hill.
4385291946.jpg,A man in a blue shirt is preparing food in a restaurant.
4056514744.jpg,A person in a red coat is sweeping the sidewalk in the park.
2170222061.jpg,A brown and white dog is chasing a brown and white dog.
4555406560.jpg,A bride and groom are taking a picture of a bride and groom.
610825957.jpg,A stadium full of people are watching a soccer game.
3550255426.jpg,A woman in a yellow shirt and black shorts is jumping over a hurdle.
4900546628.jpg,A man in a plaid shirt is talking on a microphone.
5381684062.jpg,A snowboarder is jumping over a snow covered hill.
3615175165.jpg,Two people riding bikes on a street.
4564454239.jpg,A man riding a bicycle in front of a store.
446902282.jpg,A man and a woman are walking down a trail in the woods.
2226898412.jpg,Two people are walking in a field with a cow.
2561212119.jpg,A black dog with a red collar is standing in water.
3772572615.jpg,Two men are sitting on a boat with a fishing pole.
309546889.jpg,A man in a blue shirt is standing in front of a large grill.
355814651.jpg,A group of people are walking in the grass.
1012212859.jpg,A white dog is playing with a red ball on the beach.
6881296905.jpg,A basketball player in a purple uniform is dribbling the ball.
508261758.jpg,Three girls are sitting on the ground.
2687075275.jpg,A man in a wheelchair is pushing a child in a stroller.
6155176.jpg,A little boy is looking through a telescope at the playground.
476765164.jpg,A group of asian people are sitting on the ground.
2385146732.jpg,A man and a woman are standing on a bridge looking at a lake.
4727473684.jpg,A man in a striped shirt is looking at fruit in a store.
952457689.jpg,A group of people are sitting on the grass.
5777129645.jpg,Two men are working on a green tractor.
4851524954.jpg,A woman is sitting at a table with a white tablecloth.
3301438465.jpg,Two men stand on a field in front of a crowd.
4524227478.jpg,A woman sitting on a ledge with her back to the camera.
508793006.jpg,A cowboy is riding a bucking horse in a stadium.
3123463486.jpg,A black and white dog is running on a dirt path.
488356951.jpg,A man in a red shirt and a woman in a red shirt are sitting on a bus.
3638631362.jpg,A man is standing on a boat with a yellow tent in the background.
3533928622.jpg,A man in a red shirt is cooking food on a table.
2602085456.jpg,A woman with red hair is <unk> a large body of water.
3383055716.jpg,A young boy is sitting on a red <unk>.
4606346038.jpg,Two young men playing a game of cricket.
2774890118.jpg,A group of people are running on a beach.
6293805900.jpg,A swimmer is swimming in a pool.
2185509485.jpg,A man in a yellow shirt is laying on the ground.
3182258223.jpg,A woman in a brown and white striped shirt is holding a pink box.
6158943082.jpg,A man is jumping a rope on a lake.
3027255124.jpg,A group of people are playing instruments in a room with a large screen and a large screen.
2845916888.jpg,A group of women in red bikinis are playing volleyball.
3953055731.jpg,A woman in a military uniform is holding a blue balloon.
4653571813.jpg,A street corner with a city and a city street.
6926014870.jpg,A man in a red shirt is talking to a woman in a red shirt.
4898064668.jpg,A group of people are walking down a stone walkway.
1420060020.jpg,A man in a black outfit is holding a red and white flag.
2041867793.jpg,A child wearing a mask and a mask is sitting at a table with a plate of food.
1928319708.jpg,A woman riding a bicycle down a street.
4304622669.jpg,A man is skiing down a snowy mountain.
733411277.jpg,A woman in a green shirt is bowling.
4442203145.jpg,A man sitting on the ground in front of a wall with a painted wall.
3561314880.jpg,A man in a green jacket is standing in front of a shopping cart.
2249480913.jpg,A brown dog and a white dog are playing with a red frisbee.
314798927.jpg,A man in a black hat and black jacket is standing in front of a counter.
